mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_estimators,param_classifier__min_samples_split,param_classifier__min_samples_leaf,param_classifier__max_features,param_classifier__max_depth,param_classifier__class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10.59839563369751,3.56006847620324,6.366348314285278,0.621182058864753,800,2,4,sqrt,8,,"{'classifier__n_estimators': 800, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 8, 'classifier__class_weight': None}",0.4449760765550239,0.5138888888888888,0.5223529411764706,0.5239179954441914,0.41708542713567837,0.4844442658400506,0.04462550826187064,30,0.6041317699609157,0.6154696132596685,0.5790671217292378,0.576155162578437,0.5644599303135889,0.5878567195683695,0.018915297390640323
20.296341323852538,0.6615946129008059,2.934986639022827,0.4106324907730966,800,10,1,log2,20,,"{'classifier__n_estimators': 800, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 'log2', 'classifier__max_depth': 20, 'classifier__class_weight': None}",0.5802469135802469,0.5780590717299579,0.6040816326530613,0.6374501992031872,0.6,0.5999675634332907,0.021404488507208063,22,0.8571428571428571,0.8568773234200744,0.8576726935558646,0.8429442100328176,0.8584686774941995,0.8546211523291627,0.005863712788070391
5.781081962585449,3.0784823487257595,6.091216611862182,0.5804456294243131,200,2,4,log2,20,balanced_subsample,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'log2', 'classifier__max_depth': 20, 'classifier__class_weight': 'balanced_subsample'}",0.6695035460992907,0.6541244573082489,0.6694796061884669,0.6823204419889503,0.6656760772659732,0.668220825770186,0.009024549028787812,8,0.7963224893917963,0.7978723404255319,0.7819971870604782,0.7813148788927335,0.7776223776223776,0.7870258546785835,0.008371401235590178
21.83948645591736,1.447713401135293,10.881901264190674,3.160571610550794,800,2,4,sqrt,,balanced,"{'classifier__n_estimators': 800, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': None, 'classifier__class_weight': 'balanced'}",0.6809728183118741,0.6637554585152838,0.6608946608946609,0.6941678520625889,0.6891271056661562,0.6777835790901128,0.01333652854011299,3,0.819164265129683,0.8250272826482358,0.8163412870571222,0.8173042545584555,0.8154783231816554,0.8186630825150303,0.0034098113415311888
94.32988195419311,2.9186548668446153,6.80584568977356,1.500440635098187,600,5,1,,20,balanced_subsample,"{'classifier__n_estimators': 600, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 1, 'classifier__max_features': None, 'classifier__max_depth': 20, 'classifier__class_weight': 'balanced_subsample'}",0.6519524617996605,0.6608996539792388,0.6181172291296625,0.6802721088435374,0.6424682395644283,0.6507419386633055,0.020540210644051298,17,0.9799196787148594,0.9815112540192926,0.9795427196149218,0.9783653846153846,0.9799357945425361,0.979854966301399,0.001007011568751026
75.24886798858643,3.8798211487363727,11.298359155654907,3.0321520144758725,400,2,2,,,balanced_subsample,"{'classifier__n_estimators': 400, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 2, 'classifier__max_features': None, 'classifier__max_depth': None, 'classifier__class_weight': 'balanced_subsample'}",0.6755852842809364,0.6677852348993288,0.64,0.6802721088435374,0.6522522522522523,0.6631789760552109,0.01499311519921237,11,0.9818913480885312,0.980722891566265,0.980722891566265,0.9815112540192926,0.9830917874396136,0.9815880345359934,0.0008781926747798431
68.90684695243836,8.718117615891133,6.2884557247161865,1.1596868388806554,400,5,1,,20,balanced_subsample,"{'classifier__n_estimators': 400, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 1, 'classifier__max_features': None, 'classifier__max_depth': 20, 'classifier__class_weight': 'balanced_subsample'}",0.6507666098807495,0.6563039723661486,0.6216696269982238,0.6814310051107325,0.6425992779783394,0.6505540984668388,0.019411756416564768,18,0.9787404733253109,0.9811169144234633,0.9799357945425361,0.9768,0.9787404733253109,0.9790667311233243,0.0014359304354847403
22.789297103881836,10.483050853680925,5.030199098587036,1.136158473609145,800,5,2,log2,12,balanced,"{'classifier__n_estimators': 800, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'log2', 'classifier__max_depth': 12, 'classifier__class_weight': 'balanced'}",0.6576454668470907,0.6582278481012658,0.6610878661087866,0.6829931972789116,0.6570605187319885,0.6634029794136087,0.009892361984639478,9,0.7576276996914638,0.760027662517289,0.7525773195876289,0.7522004062288422,0.7467665078284548,0.7538399191707358,0.004624948808517317
13.152081060409547,0.7046450954505354,4.904979228973389,0.24854953866632523,400,10,2,log2,16,balanced,"{'classifier__n_estimators': 400, 'classifier__min_samples_split': 10, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'log2', 'classifier__max_depth': 16, 'classifier__class_weight': 'balanced'}",0.6801152737752162,0.6656934306569343,0.6657101865136298,0.6853932584269663,0.6707132018209409,0.6735250702387375,0.007932190916747425,5,0.8134381701215153,0.8091493924231594,0.8025659301496793,0.7984550561797753,0.797316384180791,0.8041849866109839,0.006211245866377651
17.077035856246948,1.2737499078193233,5.258840036392212,2.2970221497167507,800,5,2,log2,12,,"{'classifier__n_estimators': 800, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'log2', 'classifier__max_depth': 12, 'classifier__class_weight': None}",0.48868778280542985,0.5389755011135857,0.5739514348785872,0.5781584582441114,0.5149425287356322,0.5389431411554693,0.03424924294156545,29,0.7243523316062176,0.7431472081218274,0.7240845796802475,0.717628705148206,0.721038961038961,0.7260503571190919,0.008889186671252422
